dag_id,task_id,start_date,end_date,duration
dw_sf_3,transform_load_master_factwatches,2024-12-24 16:54:53.39759+00,2024-12-24 16:55:12.87742+00,19
dw_sf_3,transform_load_master_factcashbalances,2024-12-24 16:55:23.948914+00,2024-12-24 16:55:25.627344+00,2
dw_sf_3,load_master_dimessages_factmarkethistory,2024-12-24 16:58:25.117104+00,2024-12-24 16:58:25.456467+00,0
dw_sf_3,transform_load_master_dimtrade,2024-12-24 16:58:26.268279+00,2024-12-24 16:58:47.610251+00,21
dw_sf_3,load_master_dimessages_dimtrade,2024-12-24 16:58:49.066764+00,2024-12-24 16:58:49.45435+00,0
dw_sf_3,transform_load_master_factholdings,2024-12-24 16:58:49.091691+00,2024-12-24 16:58:49.998433+00,1
dw_sf_4,create_processing_schema,2024-12-24 17:23:18.39929+00,2024-12-24 17:23:18.599185+00,0
dw_sf_4,load_finwire_to_processing,2024-12-24 17:23:19.877343+00,2024-12-24 17:23:20.610496+00,1
dw_sf_4,load_txt_csv_sources_to_processing,2024-12-24 17:23:19.909088+00,2024-12-24 17:23:58.036307+00,38
dw_sf_4,convert_customermgmt_xml_to_csv,2024-12-24 17:23:19.943153+00,2024-12-24 17:23:22.292267+00,2
dw_sf_4,parse_finwire,2024-12-24 17:23:21.296383+00,2024-12-24 17:23:50.603526+00,29
dw_sf_4,load_customer_mgmt_to_processing,2024-12-24 17:23:23.494834+00,2024-12-24 17:23:23.766409+00,0
dw_sf_4,create_master_schema,2024-12-24 17:23:58.990165+00,2024-12-24 17:23:59.180812+00,0
dw_sf_4,load_directly_master_tables,2024-12-24 17:24:00.013429+00,2024-12-24 17:24:00.481705+00,0
dw_sf_4,transform_load_master_prospect,2024-12-24 17:24:01.201114+00,2024-12-24 17:24:01.48188+00,0
dw_sf_4,transform_load_master_dimbroker,2024-12-24 17:24:01.227241+00,2024-12-24 17:24:01.429101+00,0
dw_sf_4,transform_load_master_dimcompany,2024-12-24 17:24:01.273676+00,2024-12-24 17:24:01.488197+00,0
dw_sf_4,transform_load_master_dimsecurity,2024-12-24 17:24:02.979739+00,2024-12-24 17:24:20.198145+00,17
dw_sf_4,transform_load_master_dimcustomer,2024-12-24 17:24:03.004619+00,2024-12-24 17:24:03.891559+00,1
dw_sf_4,transform_load_master_financial,2024-12-24 17:24:03.03144+00,2024-12-24 17:24:03.998381+00,1
dw_sf_4,load_master_dimessages_dimcompany,2024-12-24 17:24:03.057193+00,2024-12-24 17:24:03.261966+00,0
dw_sf_4,transform_load_master_dimaccount,2024-12-24 17:24:05.05701+00,2024-12-24 17:25:14.73176+00,70
dw_sf_4,update_master_prospect,2024-12-24 17:24:05.086684+00,2024-12-24 17:24:05.626079+00,1
dw_sf_4,load_master_dimessages_dimcustomer,2024-12-24 17:24:05.115247+00,2024-12-24 17:24:05.34696+00,0
dw_sf_4,transform_load_master_factwatches,2024-12-24 17:24:21.244014+00,2024-12-24 17:24:51.509179+00,30
dw_sf_4,transform_load_master_factmarkethistory,2024-12-24 17:24:21.27622+00,2024-12-24 17:29:56.402404+00,335
dw_sf_4,transform_load_master_factcashbalances,2024-12-24 17:25:15.395802+00,2024-12-24 17:25:17.465277+00,2
dw_sf_4,load_master_dimessages_factmarkethistory,2024-12-24 17:29:57.334201+00,2024-12-24 17:29:57.831763+00,0
dw_sf_4,transform_load_master_dimtrade,2024-12-24 17:29:59.126824+00,2024-12-24 17:30:28.609005+00,29
dw_sf_4,load_master_dimessages_dimtrade,2024-12-24 17:30:29.51072+00,2024-12-24 17:30:29.958315+00,0
dw_sf_4,transform_load_master_factholdings,2024-12-24 17:30:29.541196+00,2024-12-24 17:30:30.603167+00,1
dw_sf_5,create_processing_schema,2024-12-24 17:47:47.602821+00,2024-12-24 17:47:47.823642+00,0
dw_sf_5,convert_customermgmt_xml_to_csv,2024-12-24 17:47:48.70525+00,2024-12-24 17:47:51.587381+00,3
dw_sf_5,load_finwire_to_processing,2024-12-24 17:47:48.732869+00,2024-12-24 17:47:49.414541+00,1
dw_sf_5,load_txt_csv_sources_to_processing,2024-12-24 17:47:48.783451+00,2024-12-24 17:48:43.868122+00,55
dw_sf_5,parse_finwire,2024-12-24 17:47:49.987732+00,2024-12-24 17:48:32.16146+00,42
dw_sf_5,load_customer_mgmt_to_processing,2024-12-24 17:47:52.149691+00,2024-12-24 17:47:52.424615+00,0
dw_sf_5,create_master_schema,2024-12-24 17:48:44.468676+00,2024-12-24 17:48:44.677318+00,0
dw_sf_5,load_directly_master_tables,2024-12-24 17:48:45.858978+00,2024-12-24 17:48:46.283807+00,0
dw_sf_5,transform_load_master_prospect,2024-12-24 17:48:47.147383+00,2024-12-24 17:48:47.469592+00,0
dw_sf_5,transform_load_master_dimbroker,2024-12-24 17:48:47.174515+00,2024-12-24 17:48:47.398385+00,0
dw_sf_5,transform_load_master_dimcompany,2024-12-24 17:48:47.202435+00,2024-12-24 17:48:47.451245+00,0
dw_sf_5,transform_load_master_dimcustomer,2024-12-24 17:48:48.392962+00,2024-12-24 17:48:49.471937+00,1
dw_sf_5,transform_load_master_financial,2024-12-24 17:48:48.421323+00,2024-12-24 17:48:49.622686+00,1
dw_sf_5,load_master_dimessages_dimcompany,2024-12-24 17:48:48.448906+00,2024-12-24 17:48:48.661883+00,0
dw_sf_5,transform_load_master_dimsecurity,2024-12-24 17:48:48.482119+00,2024-12-24 17:49:14.735631+00,26
dw_sf_5,update_master_prospect,2024-12-24 17:48:50.288781+00,2024-12-24 17:48:51.061305+00,1
dw_sf_5,load_master_dimessages_dimcustomer,2024-12-24 17:48:50.319947+00,2024-12-24 17:48:50.581106+00,0
dw_sf_5,transform_load_master_dimaccount,2024-12-24 17:48:50.350248+00,2024-12-24 17:50:32.676021+00,102
dw_sf_5,transform_load_master_factmarkethistory,2024-12-24 17:49:16.15323+00,2024-12-24 17:56:28.118493+00,432
dw_sf_5,transform_load_master_factwatches,2024-12-24 17:49:16.18306+00,2024-12-24 17:49:55.276239+00,39
dw_sf_5,transform_load_master_factcashbalances,2024-12-24 17:50:33.846116+00,2024-12-24 17:50:36.350277+00,3
dw_sf_5,load_master_dimessages_factmarkethistory,2024-12-24 17:56:29.558713+00,2024-12-24 17:56:30.020101+00,0
dw_sf_5,transform_load_master_dimtrade,2024-12-24 17:56:30.663949+00,2024-12-24 17:57:12.609484+00,42
dw_sf_5,load_master_dimessages_dimtrade,2024-12-24 17:57:13.19527+00,2024-12-24 17:57:13.709761+00,1
dw_sf_5,transform_load_master_factholdings,2024-12-24 17:57:13.222855+00,2024-12-24 17:57:14.657387+00,1
dw_sf_10,create_processing_schema,2024-12-24 18:15:40.728179+00,2024-12-24 18:15:40.946005+00,0
dw_sf_10,load_txt_csv_sources_to_processing,2024-12-24 18:15:42.466422+00,2024-12-24 18:17:52.359627+00,130
dw_sf_10,convert_customermgmt_xml_to_csv,2024-12-24 18:15:42.494308+00,2024-12-24 18:15:47.815653+00,5
dw_sf_10,load_finwire_to_processing,2024-12-24 18:15:42.537429+00,2024-12-24 18:15:44.255864+00,2
dw_sf_10,parse_finwire,2024-12-24 18:15:44.795823+00,2024-12-24 18:17:38.203184+00,113
dw_sf_10,load_customer_mgmt_to_processing,2024-12-24 18:15:48.62311+00,2024-12-24 18:15:48.989701+00,0
dw_sf_10,create_master_schema,2024-12-24 18:17:52.907739+00,2024-12-24 18:17:53.118991+00,0
dw_sf_10,load_directly_master_tables,2024-12-24 18:17:54.800743+00,2024-12-24 18:17:55.302593+00,1
dw_sf_10,transform_load_master_prospect,2024-12-24 18:17:55.842888+00,2024-12-24 18:17:56.271982+00,0
dw_sf_10,transform_load_master_dimbroker,2024-12-24 18:17:55.867201+00,2024-12-24 18:17:56.139619+00,0
dw_sf_10,transform_load_master_dimcompany,2024-12-24 18:17:55.910993+00,2024-12-24 18:17:56.209664+00,0
dw_sf_10,transform_load_master_financial,2024-12-24 18:17:56.818392+00,2024-12-24 18:18:01.707181+00,5
dw_sf_10,load_master_dimessages_dimcompany,2024-12-24 18:17:56.84708+00,2024-12-24 18:17:57.041026+00,0
dw_sf_10,transform_load_master_dimsecurity,2024-12-24 18:17:56.877064+00,2024-12-24 18:20:26.639129+00,150
dw_sf_10,transform_load_master_dimcustomer,2024-12-24 18:17:56.903628+00,2024-12-24 18:17:58.57868+00,2
dw_sf_10,update_master_prospect,2024-12-24 18:17:59.758094+00,2024-12-24 18:18:01.301992+00,2
dw_sf_10,transform_load_master_dimaccount,2024-12-24 18:17:59.785186+00,2024-12-24 18:26:38.296438+00,519
dw_sf_10,load_master_dimessages_dimcustomer,2024-12-24 18:17:59.841419+00,2024-12-24 18:18:00.065315+00,0
dw_sf_10,transform_load_master_factwatches,2024-12-24 18:20:27.319328+00,2024-12-24 18:22:12.854509+00,106
dw_sf_10,transform_load_master_factmarkethistory,2024-12-24 18:20:27.346982+00,2024-12-24 18:38:19.757309+00,1072
dw_sf_10,transform_load_master_factcashbalances,2024-12-24 18:26:39.564278+00,2024-12-24 18:26:50.242529+00,11
dw_sf_10,load_master_dimessages_factmarkethistory,2024-12-24 18:38:20.611154+00,2024-12-24 18:38:21.458839+00,1
dw_sf_10,transform_load_master_dimtrade,2024-12-24 18:38:22.484733+00,2024-12-24 18:40:04.33198+00,102
dw_sf_10,load_master_dimessages_dimtrade,2024-12-24 18:40:05.654042+00,2024-12-24 18:40:06.46423+00,1
dw_sf_10,transform_load_master_factholdings,2024-12-24 18:40:05.677587+00,2024-12-24 18:40:08.384165+00,3
